id|source_id|attrib|object|value|
12666539755674602|5|photo|68|http://lh5.ggpht.com/_D2jwmE6y1Mc/SZwdolADuyE/AAAAAAAAAmU/Q8Yp31FmRtc/20090208HouseOfBluesDallasTXShannonCox.jpg|
12672752056926086|5|show_id|68|1093|
12787764017424894|0|lat|423|38.6928899|
12900271744807644|3|date|687|2002-10-14|
12938332810572603|0|lat|565|43.0730517|
12944504741602986|5|venue_id|52|549|
|
13183511297538590|3|date|167|1999-02-08|
13378724612872124|0|lng|199|-73.7562317|
13539955910323503|1|first_show_date|16|2004-11-26|
13581510473148150|2|updated_at|313|2009-11-14T23:59:33Z|
|
13631805051601213|2|updated_at|62|2009-11-14T23:15:17Z|
13638670553124429|3|date|251|1999-09-13|
13649307351516079|3|venue_id|664|87|
13780922038072475|0|lng|265|-73.4529124|
13846148683910863|2|original|48|true|
13946242966792483|3|date|891|2006-05-28|
14288283541928052|0|city|255|San Francisco|
14346072460940607|1|first_show_date|21|2006-10-31|
14667316532060066|5|date|29|2009-09-24|
|
14762662342802651|1|first_show_date|29|2008-07-03|
14778651091810163|0|name|297|Harper's Ferry|
15282058908185222|3|date|577|1997-12-12|
15780749579880384|0|lng|504|-86.7844432|
15828995787260043|0|lng|74|-111.8910474|
|
|
15926611424759921|0|name|262|Sigma Chi - Colgate University|
|
16131270864492760|0|lat|236|43.6819514|
16370731736906333|0|updated_at|22|Sat Nov 14 23:22:05 UTC 2009|
16379122324251010|3|date|1145|2009-09-22|
16511328898757352|3|date|472|1997-04-11|
16630509293464279|2|pt_id|89|89|
16651281601254309|2|original|282|false|
16671900594092993|0|lat|197|39.952335|
16685868430939353|3|venue_id|526|317|
16747700076643476|0|pt_id|561|3707|
17004239847032066|0|lat|293|44.404232|
17031251609152043|0|city|379|Providence|
17034601370944056|2|active|340|true|
17313381048044481|0|updated_at|315|Sat Nov 14 23:45:11 UTC 2009|
17322263885098794|1|name|1|Halloween Run 2001|
17540629787154849|0|city|51|Charlottesville|
17672977561179778|0|lat|139|43.0730517|
17674590922282309|2|active|81|true|
17695212614559771|0|created_at|57|Sat Nov 14 23:23:26 UTC 2009|
17794926381140489|0|state|187|AL|
17826961361360463|3|venue_id|214|45|
17900642259878307|5|venue_id|44|529|
18125554861086044|2|updated_at|95|2009-11-14T23:15:49Z|
18288850650347214|5|photo|19|http://lh6.ggpht.com/_D2jwmE6y1Mc/StTH6h_cirE/AAAAAAAACHg/8DJPvIocNYc/20091009CalvinTheatreNorthamptonMAShannonNallan.jpg|
|
|
18634929920548216|0|lng|168|-84.3879824|
18782215837942395|0|lat|260|36.0625795|
18957056777955799|3|venue_id|979|498|
18989063110502647|3|venue_id|182|130|
19353310232478018|0|lat|465|38.9716689|
19371403844253833|3|date|1056|2008-06-13|
19626292041046007|2|created_at|245|2009-11-14T23:52:53Z|
19725873872561595|3|date|1068|2008-12-28|
19975370253308623|3|date|646|2001-10-14|
20114945103796756|3|venue_id|674|6|
20169062714201221|3|venue_id|275|117|
20254008579190164|0|lng|394|-77.0363658|
|
20446411939983480|3|venue_id|453|272|
|
20662591231526656|0|name|109|Friar Tuck's|
20688404009142562|3|date|489|1997-05-25|
20707985466887974|0|state|479|NY|
|
20900830257721871|0|created_at|484|Sat Nov 14 23:56:49 UTC 2009|
21114167366730167|2|updated_at|268|2009-11-14T23:55:26Z|
21124761146917614|3|date|1006|2007-11-02|
21152951800238931|3|venue_id|1|1|
21166222723096210|5|venue_id|57|6|
21245791020535796|5|photo|64|http://lh4.ggpht.com/_D2jwmE6y1Mc/SacoK07WRTE/AAAAAAAAAsE/Dm85cuaPoFM/20090225PortCityMusicHallPortlandMEDrewGranchelli.jpg|
21371796058040021|3|date|1177|2009-12-31|
21454617244102262|3|tour_id|1127|37|
21522314749794903|0|created_at|204|Sat Nov 14 23:39:44 UTC 2009|
|
21674266690004076|0|city|506|Richmond|
21791161414874253|2|name|273|You Can't Always Get What You Want|
21837427802253058|3|date|230|1999-05-30|
21881561127924701|3|date|319|1998-03-05|
|
22288010961462610|0|created_at|427|Sat Nov 14 23:51:51 UTC 2009|
22534246086715655|3|date|581|1997-12-30|
22589127679948976|3|venue_id|659|374|
|
22797658127366784|0|pt_id|186|935|
22835745622290088|0|state|418|WV|
22871730806004120|3|date|159|1999-01-29|
23041655568135670|0|state|163|IL|
23100028043192060|3|venue_id|135|63|
|
23201568292826016|0|created_at|527|Sun Nov 15 00:00:17 UTC 2009|
23244857576546836|2|author|258|Lennon, McCartney|
23296049296024876|3|date|882|2006-03-12|
23404528474816117|0|pt_id|177|926|
23424204517799992|3|date|847|2005-12-28|
23475973593924179|2|pt_id|243|248|
23587475109926700|0|name|342|Doc Watson's|
|
23778558043449457|3|venue_id|929|482|
23836171734223455|0|name|406|8150|
23900221551904884|0|name|546|Port City Music Hall|
24049147199132115|5|show_id|16|1159|
24152187877048441|2|updated_at|331|2009-11-15T00:01:29Z|
24504026897321742|2|updated_at|75|2009-11-14T23:15:33Z|
24913638091443898|3|tour_id|861|18|
25036277402429239|3|venue_id|797|433|
25270460082885261|2|pt_id|316|330|
25286997442267114|4|published|9|2010-01-05T22:25:57Z|
25333234272075851|3|venue_id|411|33|
25419216464499169|0|updated_at|168|Sat Nov 14 23:38:05 UTC 2009|
25494150985047478|2|original|207|true|
25513036085442341|2|active|51|true|
25529383465495550|3|venue_id|539|45|
|
25740177271494493|5|photo|49|http://lh4.ggpht.com/_D2jwmE6y1Mc/SfNbwZ8kTGE/AAAAAAAABGI/MZ7jgnrDgJ4/20090424MadisonTheaterCovingtonKYRichKujawa.jpg|
25833167684141772|3|venue_id|482|290|
25876420181571691|3|date|1064|2008-06-09|
|
26166214793255489|0|created_at|440|Sat Nov 14 23:52:47 UTC 2009|
26169529227322192|0|city|486|Lake Placid|
|
26429157571286519|0|state|149|MA|
26544879011560164|3|date|1031|2008-03-23|
26708575740708857|0|created_at|63|Sat Nov 14 23:23:41 UTC 2009|
26743289856341039|0|updated_at|25|Sat Nov 14 23:22:09 UTC 2009|
26893417620942577|0|lat|404|42.3584308|
27037741095354081|3|date|18|2001-12-29|
27144418471061777|2|updated_at|49|2009-11-14T23:14:59Z|
27257845664959700|3|venue_id|89|65|
27406093578723097|3|date|74|2001-03-22|
27408534245754047|0|updated_at|330|Sat Nov 14 23:45:55 UTC 2009|
27508769656519117|2|author|279|Hallucinogen (Simon Posford)|
27518468120939969|3|venue_id|501|301|
27536000396658156|0|lat|47|37.7749295|
27642037738407138|3|date|714|2002-12-31|
27669839226166203|0|created_at|317|Sat Nov 14 23:45:19 UTC 2009|
27738255437093332|0|created_at|328|Sat Nov 14 23:45:42 UTC 2009|
27935902918429810|5|venue_id|10|6|
28050970193998661|0|updated_at|309|Sat Nov 14 23:44:57 UTC 2009|
28230443083062068|0|lat|237|39.629526|
28797738588453693|0|created_at|422|Sat Nov 14 23:51:16 UTC 2009|
28946695405295785|3|venue_id|419|25|
29082487968044746|2|active|64|true|
29125550787050414|2|author|100|The Disco Biscuits|
29284422839078617|2|pt_id|214|209|
29376801280019076|0|updated_at|530|Sun Nov 15 00:00:31 UTC 2009|
29387693939515397|2|name|191|Rock Candy|
|
29616031204470739|3|venue_id|502|302|
29661770470932588|3|tour_id|932|21|
29826842389871312|3|venue_id|895|470|
29922494038856276|1|first_show_date|2|2001-11-29|
29955543081672824|3|date|769|2003-08-13|
30098296866338648|0|created_at|184|Sat Nov 14 23:38:41 UTC 2009|
30149433786528857|2|name|264|Pinball Wizard|
30158475240977991|0|city|59|Santa Fe|
30237219758644796|2|original|225|false|
30279115352437361|3|tour_id|1140|38|
30344140712368794|2|active|261|true|
30392861720390161|5|photo|78|http://lh4.ggpht.com/_D2jwmE6y1Mc/SYEaSpnR63E/AAAAAAAAAOY/Rt-nBjLSp8E/20090124CongressTheaterChicagoILChadSmith.jpg|
30451775382413703|0|name|409|Revolution Hall|
30521233562970231|3|date|1032|2008-07-17|
30531576383598860|0|updated_at|186|Sat Nov 14 23:38:49 UTC 2009|
30710043381295463|3|venue_id|1028|514|
|
31124976060012955|0|pt_id|479|3419|
31218495643498583|5|thumbnail|74|http://lh5.ggpht.com/_D2jwmE6y1Mc/SYb1w0WgEpE/AAAAAAAAAY8/Jq08OBVDAU8/s160-c/20090131TheTabernacleAtlantaGAJasonWoodside.jpg|
31557732211821556|0|state|164|MN|
|
32080472782897788|0|lat|481|35.1495343|
32097015019984608|2|original|133|false|
|
32172947138527195|2|name|133|Like A Hurricane|
32356422932458559|0|updated_at|361|Sat Nov 14 23:47:44 UTC 2009|
32462055080492687|2|author|173|The Disco Biscuits|
32499858841584240|0|lat|17|39.952335|
32508488716391740|0|lat|10|36.0998596|
32614599507261832|0|pt_id|212|966|
32621033376114973|3|date|951|2007-05-25|
32668586351265525|3|venue_id|9|8|
|
32868067541434129|3|name|858|Jam in the 'Dam|
33087438294949384|2|active|329|true|
33137349636214722|2|name|46|Liquid Lazer|
33205586971726292|0|city|236|Mears|
33301155078602413|5|credit|56|Dave Vann|
|
33931225277110261|3|venue_id|7|6|
34147733441648770|0|lng|498|-74.1351279|
34191527152135235|5|date|9|2009-11-27|
34200790037713364|5|photo|1|http://lh6.ggpht.com/_D2jwmE6y1Mc/S0FhgnNvnDE/AAAAAAAACb0/jwBARC8ts08/20091231NokiaTheatreNewYorkNYJeremyGordonMattSpeck.jpg|
34254303310847703|0|lng|338|-75.163789|
34420655527726379|0|city|283|Philadelphia|
34690725800555327|3|tour_id|972|23|
34961461318560283|5|venue_id|21|519|
34966855461350826|0|city|257|San Juan Capistrano|
35222760119729026|0|lng|439|-79.7978358|
|
35442831040086519|0|updated_at|147|Sat Nov 14 23:27:08 UTC 2009|
35482635131920823|0|updated_at|298|Sat Nov 14 23:44:19 UTC 2009|
|
35657587529555699|5|date|74|2009-01-31|
35745689601098097|3|venue_id|313|213|
35785990814498076|0|name|541|Liberty Hall|
35991847063129730|0|pt_id|310|1069|
36025874226664714|0|lng|454|-80.1433786|
|
36147509905683799|0|lng|495|-80.1247667|
36209776807973607|3|date|59|2000-10-21|
36371929207135043|3|tour_id|704|7|
36384718130302289|0|city|358|Royal Oak|
36473925337391369|5|show_id|14|1161|
36754758194321287|3|venue_id|241|45|
36851484760817184|0|pt_id|558|3193|
36968959762435641|5|show_id|24|1151|
37045018827334298|0|created_at|415|Sat Nov 14 23:50:50 UTC 2009|
37056988400725033|0|lng|400|-73.9209701|
37243325337378442|0|pt_id|226|596|
37468319860524648|3|tour_id|1078|35|
|
38048902818910076|3|venue_id|213|102|
38145803306253258|3|date|470|1997-03-29|
38166511987824548|2|updated_at|136|2009-11-14T23:16:43Z|
|
38319991618899609|0|created_at|24|Sat Nov 14 23:22:08 UTC 2009|
|
38621560878893875|3|name|989|Caribbean Holidaze|
38631098078802101|2|created_at|43|2009-11-14T23:14:54Z|
38670065525017022|3|venue_id|718|173|
38799388634720944|0|created_at|143|Sat Nov 14 23:26:59 UTC 2009|
38952398262377629|0|name|137|Saddle Creek Bar|
39008722172134837|3|date|993|2007-10-18|
39253665490657096|0|lng|173|-79.7183867|
39615287809650188|0|name|467|Kirby Center|
39725823595871238|3|date|410|1998-08-07|
39773602311465873|3|tour_id|1160|38|
39952725798000377|0|state|65|MA|
40098815909734396|0|name|315|Bogie's|
|
40278573009059764|5|venue_id|16|563|
40481893110263553|0|created_at|493|Sat Nov 14 23:57:40 UTC 2009|
40514734857109883|3|tour_id|640|5|
40584943488346277|3|tour_id|730|9|
40688406779407077|0|city|109|Norfolk|
40733427661963494|0|city|463|Birmingham|
40751603521783869|3|venue_id|386|248|
40871762177861653|0|name|71|Fitzgerald's|
40913430941248556|0|updated_at|564|Sun Nov 15 00:02:39 UTC 2009|
41057417376204055|0|lng|90|-72.6850932|
41714165922161344|3|date|711|2002-10-27|
|
41840562239370113|3|date|622|2002-04-03|
|
41973390249128434|0|lat|447|40.2203907|
41988011243241297|0|pt_id|510|253|
42112384930705866|0|lng|26|-73.8912481|
|
42326552859932771|3|date|376|1998-06-17|
42352428339967885|5|credit|23|Anthony Kinney|
|
42459850846200416|3|venue_id|329|220|
42621354969063799|3|venue_id|378|245|
42662397175673818|5|credit|35|Ben Kuryk|
42692200689791759|0|lat|457|44.4669941|
42779186660550749|0|lat|303|40.3101063|
|
42918406197271696|0|city|244|Worcester|
|
43004879612616757|3|venue_id|1051|522|
43007628813158631|3|venue_id|305|46|
43068372193726018|0|lat|212|38.980666|
43131763800086195|3|date|904|2006-06-17|
43154686217193115|0|name|224|The Quad - Franklin and Marshall College|
43204182440686105|0|lat|387|29.9546482|
43247578648943656|0|state|67|OH|
43394783451121632|0|lng|526|-86.3475717|
43446569840766557|0|created_at|76|Sat Nov 14 23:24:13 UTC 2009|
43635417418437214|5|show_id|36|1127|
43804291985730917|3|venue_id|868|393|
43854248386439958|0|lng|346|-74.0059729|
44253428093113346|0|pt_id|163|911|
44290364572074722|5|title|66|Ogden Theater, Denver, CO|
44334555071068565|2|active|68|true|
44355182985904721|0|lat|283|39.952335|
44541130369413502|0|city|301|Camden|
44581119749431566|0|city|330|Philadelphia|
|
44604687853353314|0|state|392|NC|
44759716233113060|3|date|244|1999-08-20|
44926174920098432|0|city|177|Cleveland|
44945557355205511|0|lng|276|-77.0363658|
44992327620798697|0|created_at|100|Sat Nov 14 23:25:18 UTC 2009|
45070129882874551|0|created_at|366|Sat Nov 14 23:47:53 UTC 2009|
|
45260926543077251|2|name|173|Run Lola Run Jam|
|
45524898756092878|3|venue_id|481|289|
45555944429307515|3|date|110|2001-05-09|
45611001963753514|5|show_id|84|1076|
45637967911657938|0|lat|284|41.7637111|
|
|
46004105111354174|0|city|511|Vail|
46089263770375457|0|pt_id|20|773|
46096176666851074|3|date|1060|2008-07-03|
|
46297019610228171|2|author|221|Bob Marley|
46501424482865413|0|lat|446|39.2903848|
46538279018892063|0|created_at|101|Sat Nov 14 23:25:21 UTC 2009|
46604512437823998|0|state|174|RI|
46767672673979150|0|pt_id|19|772|
47096328623346271|3|date|373|1998-06-12|
|
47359430833530648|0|updated_at|504|Sat Nov 14 23:58:30 UTC 2009|
47468060389515602|0|created_at|34|Sat Nov 14 23:22:25 UTC 2009|
47599027251914315|3|date|259|1999-09-23|
47762210679906847|3|date|234|1999-06-10|
47854865658644294|0|city|100|Ventura|
47971765877528752|0|created_at|157|Sat Nov 14 23:32:37 UTC 2009|
48253795028593010|0|pt_id|179|761|
48279010221587954|2|created_at|334|2009-11-15T00:01:33Z|
48293082215440727|3|venue_id|189|136|
48400443646962256|0|city|345|Irvine|
|
48679806137850015|0|created_at|235|Sat Nov 14 23:41:04 UTC 2009|
|
48780123717556676|3|venue_id|934|17|
48841768064047144|3|date|469|1997-03-28|
49078288769583874|0|state|282|NY|
|
49112449936177760|0|created_at|320|Sat Nov 14 23:45:25 UTC 2009|
49151426016808154|3|venue_id|254|162|
49257617616594886|3|tour_id|788|11|
49260800261632791|0|lat|202|44.4758825|
49398334096467844|0|lng|337|-75.163789|
49538866324878039|3|date|744|2003-04-11|
49614477287494864|0|pt_id|542|3663|
49624480032748413|0|name|291|Woodbury Ski & Racquet Club|
|
49909945924616430|3|venue_id|856|438|
50115962850346590|0|name|28|The Sanctuary|
50299292588060041|3|date|357|1998-05-20|
50416377764618713|0|lng|117|-90.0489801|
50454617086775727|0|city|560|Knoxville|
|
50750246788357511|3|date|377|1998-06-18|
50815728792656884|2|name|193|Kitchen Mitts|
50942293998064339|0|lat|121|32.802955|
51170473096739954|3|date|627|2002-04-09|
51213468443902180|0|created_at|322|Sat Nov 14 23:45:29 UTC 2009|
51271060731523454|0|updated_at|217|Sat Nov 14 23:40:10 UTC 2009|
51589532873656014|0|updated_at|285|Sat Nov 14 23:43:46 UTC 2009|
|
51752754296887357|0|created_at|116|Sat Nov 14 23:25:49 UTC 2009|
51813926968784520|0|created_at|114|Sat Nov 14 23:25:47 UTC 2009|
51832890771357117|2|pt_id|314|325|
51853458252199125|3|date|1112|2009-04-11|
51909928589142469|0|created_at|451|Sat Nov 14 23:53:58 UTC 2009|
52057019935097925|3|tour_id|633|5|
52205703281598251|0|name|34|The Bottleneck|
52254208191913779|3|date|774|2003-08-23|
52322418615801471|3|venue_id|715|404|
52398030258145612|2|updated_at|68|2009-11-14T23:15:23Z|
52518389131633786|5|show_id|41|1134|
52535096438116457|2|updated_at|183|2009-11-14T23:17:23Z|
52619010537193785|2|original|281|true|
|
|
53171833547427874|0|city|2|Vancouver|
53327503248107613|0|pt_id|495|1194|
53367767664403278|0|pt_id|290|1049|
53401468174755312|0|lat|343|40.7142691|
|
53661645354334039|2|updated_at|329|2009-11-15T00:01:04Z|
|
53916616707112286|0|pt_id|372|1187|
53930330265338669|0|state|387|LA|
|
|
54421204347314792|2|active|190|true|
54447335235625728|0|updated_at|508|Sat Nov 14 23:58:49 UTC 2009|
54762633848923707|4|published|10|2010-01-05T22:25:00Z|
54766662511039459|3|date|240|1999-07-03|
55050184682547325|3|date|289|1999-12-30|
55089332165636934|3|venue_id|194|141|
55222051941995312|3|venue_id|888|13|
55223554342643898|3|tour_id|1033|29|
55251260971356970|3|venue_id|463|279|
55326605457351555|5|venue_id|60|456|
55382959324746210|3|venue_id|289|197|
55388438390919534|0|city|455|St. Petersburg|
|
55530914643154502|0|lat|307|40.3356483|
55609162743191174|3|venue_id|673|380|
55686055866375707|2|author|137|Phish|
|
55815767821225461|3|date|202|1999-04-10|
55833711560982575|5|thumbnail|69|http://lh6.ggpht.com/_D2jwmE6y1Mc/SaK9V0K1oLE/AAAAAAAAAqE/u7SNqL1t8Zg/s160-c/20090207HouseOfBluesHoustonTXMarcDrescherForMyCityRocksCom.jpg|
55954685795154112|0|created_at|145|Sat Nov 14 23:27:01 UTC 2009|
56114152664797355|4|post_type|13|Tweet|
56242778982643754|2|created_at|316|2009-11-14T23:59:35Z|
56733009720630566|2|pt_id|36|36|
56733841862032863|2|updated_at|99|2009-11-14T23:15:53Z|
56808102302097335|0|state|241|GA|
56857184874519449|0|lng|471|-76.6121893|
56883173571167801|0|city|120|Austin|
56910937001943069|0|lat|172|42.1959225|
56932520920376017|0|city|403|Philadelphia|
56975440601108292|3|venue_id|188|135|
|
57157063583124548|0|updated_at|327|Sat Nov 14 23:45:38 UTC 2009|
57289492700806215|0|created_at|160|Sat Nov 14 23:32:45 UTC 2009|
57373401008467903|2|created_at|343|2009-11-15T00:02:39Z|
57516466026926957|0|created_at|480|Sat Nov 14 23:56:28 UTC 2009|
57612240293571001|5|date|22|2009-10-04|
57759572839223701|3|date|185|1999-03-08|
57968980297397306|2|author|59|The Disco Biscuits|
57973815903822072|2|pt_id|219|230|
58006701994297700|2|active|101|true|
|
58268280148359568|0|pt_id|459|3437|
58537220562573351|2|original|140|false|
58644193591045525|3|venue_id|597|276|
|
58713572934192342|3|name|873|Wind at Four to Fly CD Release Party|
|
58975820865800980|0|lng|369|-96.769923|
59136370582117367|5|credit|12|Lucy Bussell|
59274345450016164|0|updated_at|524|Sun Nov 15 00:00:02 UTC 2009|
59439023816070727|0|city|29|Santa Ana|
59542244153784348|0|lng|123|-115.172816|
59623100496681925|2|original|255|true|
59742624397332223|0|created_at|543|Sun Nov 15 00:01:10 UTC 2009|
59984601533061038|0|lat|539|32.802955|
60383165203500739|0|name|534|The Tabernacle|
60433466009432962|3|name|673|Bisco Fever|
60527020435267791|0|state|121|TX|
60528822265952673|0|state|363|VA|
60606503187594846|0|updated_at|453|Sat Nov 14 23:54:02 UTC 2009|
|
60855826096147744|0|name|340|Alpha Delta Pi - University Of Pennsylvania|
60863874744158499|3|date|938|2007-03-09|
60961626176437895|0|state|142|MO|
60977105155301285|0|pt_id|228|980|
60978669042721216|3|tour_id|865|19|
61095341060029587|0|lat|131|45.5234515|
61111039011156170|0|state|548|CA|
61117618637083082|0|state|118|AL|
61132098330690595|3|venue_id|494|45|
61747901843990238|0|lng|554|-77.8600012|
61784252080778159|0|created_at|471|Sat Nov 14 23:55:20 UTC 2009|
61839735239256908|0|created_at|562|Sun Nov 15 00:02:31 UTC 2009|
61928261410034596|0|state|525|VA|
62305516274432518|0|lat|378|40.4406248|
62329723440177363|2|original|151|false|
62336851855123436|0|pt_id|263|1017|
62456318334069946|2|pt_id|337|349|
62635100581274300|0|state|488|IL|
62654500142670847|3|venue_id|667|376|
62689787794576593|0|created_at|6|Sat Nov 14 23:21:35 UTC 2009|
62707568374677364|0|pt_id|350|1162|
62722932482871735|3|date|768|2003-08-12|
62762526181312461|0|city|303|Doylestown|
62799705876783853|2|pt_id|135|135|
62888887556380032|3|venue_id|871|461|
62895790301393320|3|name|900|Camp Bisco V|
62969576480615615|3|date|628|2002-04-11|
63088515104386216|0|created_at|85|Sat Nov 14 23:24:38 UTC 2009|
63100732455321397|3|date|196|1999-03-25|
63334505910663019|3|name|754|Bisco Inferno III|
63466242092623550|2|active|171|true|
63839818835278835|2|author|224|Mahavishnu Orchestra|
63849550784731809|0|state|59|NM|
64045140573456807|0|updated_at|253|Sat Nov 14 23:41:57 UTC 2009|
64046048662904520|5|photo|58|http://lh4.ggpht.com/_D2jwmE6y1Mc/SbqJP5hDPrE/AAAAAAAAA0o/A6ge5bhrGHQ/20090306CharlestonMusicHallCharlestonSCJasonWoodside.jpg|
64193885833895481|3|date|307|1998-02-12|
64272814766002184|0|state|543|VA|
64313407951867980|0|created_at|463|Sat Nov 14 23:54:41 UTC 2009|
|
|
64640543544979722|5|credit|14|Tammy Wetzel|
64680813358573378|3|tour_id|693|7|
|
64780986050288901|0|lng|202|-73.212072|
|
64861947343640307|2|original|168|false|
65341886897923782|2|pt_id|293|302|
65427489240039996|2|original|134|false|
65888379457479725|0|state|180|MO|
65926903544615403|0|name|11|Cat's Cradle|
65990018787879675|3|tour_id|881|20|
66006934134731376|3|venue_id|938|454|
66123747801235080|0|state|483|CA|
66234183474242701|3|venue_id|445|270|
66269966888287306|2|active|91|true|
66402960044057958|3|tour_id|10|2|
