id|source_id|attrib|object|value|
2376306046667535|3|set_list_json|388|[{"position":0,"name":"Encore:","song_performances":[{"position":1,"notes":null,"song_id":159,"song_name":"The Chicken","inverted":false,"segue":false,"tag_list_string":""},{"position":2,"notes":null,"song_id":52,"song_name":"M.E.M.P.H.I.S.","inverted":false,"segue":true,"tag_list_string":""},{"position":3,"notes":null,"song_id":98,"song_name":"Vassillios","inverted":false,"segue":true,"tag_list_string":""},{"position":4,"notes":null,"song_id":147,"song_name":"Pygmy Twylyte","inverted":false,"segue":true,"tag_list_string":""},{"position":5,"notes":null,"song_id":39,"song_name":"I-Man","inverted":false,"segue":true,"tag_list_string":""},{"position":6,"notes":null,"song_id":68,"song_name":"Radiator","inverted":false,"segue":false,"tag_list_string":""},{"position":7,"notes":null,"song_id":158,"song_name":"Straight, No Chaser","inverted":false,"segue":false,"tag_list_string":""},{"position":8,"notes":null,"song_id":50,"song_name":"Little Shimmy In A Conga Line","inverted":false,"segue":false,"tag_list_string":""},{"position":9,"notes":null,"song_id":41,"song_name":"Jamillia","inverted":false,"segue":false,"tag_list_string":""}]}]|
2558249756829704|3|created_at|333|2009-11-14T23:40:29Z|
2602049531561450|3|venue_id|1166|6|
2762977297580043|0|lat|530|40.0149856|
2867329879403294|0|name|344|Fraternity House - Penn State|
3122662632490301|3|pt_id|514|515|
3205068569934289|0|city|234|Toronto|
3223615179529979|3|updated_at|404|2009-11-27T22:15:00Z|
3287176281297590|3|name|1071|Tatanka Music Festival|
3315432444138201|2|created_at|20|2009-11-14T23:14:34Z|
3325500333609666|3|pt_id|532|533|
3409718815672948|0|lat|427|41.408969|
3452315365066147|0|updated_at|4|2009-11-14T23:21:32Z|
3460495662103173|2|name|257|The Great Abyss|
3469049674752659|3|scanned_for_sequences|640|true|
3546210700836240|3|created_at|307|2009-11-14T23:39:53Z|
3813158494714149|0|updated_at|307|2009-11-14T23:44:51Z|
3844229182755434|1|created_at|16|2009-11-14T23:53:02Z|
3923714652794350|2|created_at|207|2009-11-14T23:49:50Z|
3982718183668862|3|pt_id|475|476|
4031671926248628|3|venue_id|478|204|
4088714718939889|0|state|333|MD|
4151984039162920|2|original|184|true|
4152641442224011|1|updated_at|2|2009-11-14T23:21:36Z|
4181877039502202|0|city|323|Bucknell|
4215233567543517|3|scanned_for_sequences|208|true|
4224956041709038|3|venue_id|438|268|
4368402791235515|3|updated_at|66|2009-11-27T22:14:35Z|
4389459226761623|0|lng|275|-75.163789|
4459746885183280|0|city|202|Burlington|
4715048437806974|0|state|364|GA|
4746640224297596|0|name|403|Locust Club|
5031979877049469|3|set_list_json|310|[{"position":0,"name":"Encore:","song_performances":[{"position":1,"notes":null,"song_id":55,"song_name":"Morph Dusseldorf","inverted":false,"segue":false,"tag_list_string":""},{"position":2,"notes":null,"song_id":87,"song_name":"Texas Pussy","inverted":false,"segue":false,"tag_list_string":""},{"position":3,"notes":null,"song_id":84,"song_name":"Stone","inverted":false,"segue":true,"tag_list_string":""},{"position":4,"notes":null,"song_id":89,"song_name":"The Devil''s Waltz","inverted":false,"segue":false,"tag_list_string":""},{"position":5,"notes":null,"song_id":13,"song_name":"Bernstein And Chasnoff","inverted":false,"segue":false,"tag_list_string":""},{"position":6,"notes":null,"song_id":9,"song_name":"Awol''s Blues","inverted":false,"segue":false,"tag_list_string":""}]}]|
5269775797943381|0|lat|248|40.7250986|
5392164927274982|0|state|189|MS|
5581020333909943|0|lat|206|43.0481221|
5619086044892493|2|created_at|252|2009-11-14T23:53:45Z|
5639174968557033|2|name|52|M.E.M.P.H.I.S.|
5665898119424697|0|lat|475|41.4994954|
5674291998881864|1|first_show_date|19|2006-04-13|
5756801052651981|3|set_list_json|592|[]|
5764935954847716|3|pt_id|377|378|
5833708302673582|3|scanned_for_sequences|530|true|
5926601896435824|0|city|239|Kill Devil Hills|
5955192251039689|0|state|325|OH|
6063472854924740|3|created_at|1119|2009-11-15T00:01:36Z|
6124747153071318|3|date|538|1997-09-26|
6399962113668683|0|pt_id|523|3616|
6631953750465808|3|set_list_json|668|[{"position":0,"name":"Set 1:","song_performances":[{"position":1,"notes":null,"song_id":56,"song_name":"Mr. Don","inverted":false,"segue":true,"tag_list_string":""},{"position":2,"notes":null,"song_id":13,"song_name":"Bernstein And Chasnoff","inverted":false,"segue":false,"tag_list_string":"completes 8/7 version"},{"position":3,"notes":null,"song_id":27,"song_name":"Floodlights","inverted":false,"segue":false,"tag_list_string":""},{"position":4,"notes":null,"song_id":50,"song_name":"Little Shimmy In A Conga Line","inverted":false,"segue":true,"tag_list_string":""},{"position":5,"notes":null,"song_id":81,"song_name":"Spaga","inverted":false,"segue":false,"tag_list_string":"ending only"},{"position":6,"notes":null,"song_id":194,"song_name":"Spraypaint","inverted":false,"segue":true,"tag_list_string":""},{"position":7,"notes":null,"song_id":97,"song_name":"Trooper McCue","inverted":false,"segue":true,"tag_list_string":""},{"position":8,"notes":null,"song_id":36,"song_name":"Hot Air Balloon","inverted":false,"segue":false,"tag_list_string":""}]},{"position":1,"name":"Set 2:","song_performances":[{"position":1,"notes":null,"song_id":53,"song_name":"Magellan","inverted":false,"segue":false,"tag_list_string":""},{"position":2,"notes":null,"song_id":57,"song_name":"Mulberry''s Dream","inverted":false,"segue":false,"tag_list_string":""},{"position":3,"notes":null,"song_id":7,"song_name":"Aquatic Ape","inverted":false,"segue":true,"tag_list_string":""},{"position":4,"notes":null,"song_id":73,"song_name":"Shelby Rose","inverted":true,"segue":true,"tag_list_string":""},{"position":5,"notes":null,"song_id":7,"song_name":"Aquatic Ape","inverted":false,"segue":false,"tag_list_string":""},{"position":6,"notes":null,"song_id":8,"song_name":"Astronaut","inverted":false,"segue":true,"tag_list_string":"unfinished"},{"position":7,"notes":null,"song_id":50,"song_name":"Little Shimmy In A Conga Line","inverted":false,"segue":false,"tag_list_string":""},{"position":8,"notes":null,"song_id":41,"song_name":"Jamillia","inverted":false,"segue":false,"tag_list_string":""}]},{"position":2,"name":"Encore:","song_performances":[{"position":1,"notes":null,"song_id":182,"song_name":"Ulua","inverted":false,"segue":false,"tag_list_string":""},{"position":2,"notes":null,"song_id":39,"song_name":"I-Man","inverted":false,"segue":false,"tag_list_string":""}]}]|
6636999486658594|0|created_at|256|2009-11-14T23:42:02Z|
6641542503671263|2|updated_at|207|2009-11-14T23:49:50Z|
6723417451829651|0|lng|329|-77.0363658|
6812429971155381|0|name|112|The Brewery|
6839108204945420|3|created_at|656|2009-11-14T23:48:10Z|
6876370262267067|0|name|515|Magnet Club|
6912244600654648|2|created_at|68|2009-11-14T23:15:23Z|
7083577840666127|0|name|9|Roxy Theatre|
7178087170059768|0|city|484|Camden|
7209609925183767|3|scanned_for_sequences|1028|true|
7210926266753073|2|pt_id|141|141|
7259934917377572|3|updated_at|431|2009-11-27T22:15:01Z|
7280077008664498|0|updated_at|310|2009-11-14T23:44:59Z|
7297555117826816|0|city|560|Knoxville|
7387241590519727|0|lng|343|-74.0059729|
7405697655473677|3|tour_id|663|6|
7496404320137610|3|scanned_for_sequences|532|true|
7558715986459142|3|venue_id|320|198|
7566525361319925|2|active|329|true|
7597888861536291|3|venue_id|682|384|
7696078266561604|2|active|231|true|
7785325491147108|3|venue_id|262|184|
8078790185180961|3|scanned_for_sequences|582|true|
8108962472595908|3|scanned_for_sequences|392|true|
8270110146585258|0|updated_at|205|2009-11-14T23:39:46Z|
8324393247345812|3|date|704|2002-11-08|
8418583482484005|0|lng|252|-118.972079|
8469164197878655|2|pt_id|92|92|
8625096172176241|0|created_at|438|2009-11-14T23:52:39Z|
8910118471670678|3|updated_at|757|2009-11-27T22:15:28Z|
8958410901333860|3|pt_id|433|434|
8964950889197117|3|date|36|2000-10-20|
8991334942113369|0|city|175|Clifton Park|
9059608751920102|2|updated_at|38|2009-11-14T23:14:48Z|
9171573505226655|0|lng|548|-124.1636729|
9194561730871110|3|scanned_for_sequences|17|true|
9200146748985977|0|city|530|Boulder|
9432663368100855|0|name|97|Union Bar|
9600150338053531|3|venue_id|569|157|
9695118815416899|2|name|258|I''ve Got A Feeling|
9711035714615905|3|updated_at|1181|2009-11-27T22:16:18Z|
9752043038969811|2|author|88|The Disco Biscuits|
9920197382848526|0|city|254|Chico|
10106792849029108|3|venue_id|48|43|
10116198225389424|3|set_list_json|1126|[{"position":0,"name":"Set 1:","song_performances":[{"position":1,"notes":null,"song_id":52,"song_name":"M.E.M.P.H.I.S.","inverted":false,"segue":true,"tag_list_string":""},{"position":2,"notes":null,"song_id":256,"song_name":"Cyclone","inverted":false,"segue":true,"tag_list_string":""},{"position":3,"notes":null,"song_id":254,"song_name":"Liquid Handcuffs","inverted":false,"segue":true,"tag_list_string":""},{"position":4,"notes":null,"song_id":215,"song_name":"Sabre Dance","inverted":false,"segue":false,"tag_list_string":""},{"position":5,"notes":null,"song_id":330,"song_name":"Mirrors","inverted":false,"segue":false,"tag_list_string":""},{"position":6,"notes":null,"song_id":280,"song_name":"Strobelights and Martinis","inverted":false,"segue":true,"tag_list_string":""},{"position":7,"notes":null,"song_id":331,"song_name":"You and I","inverted":false,"segue":true,"tag_list_string":""},{"position":8,"notes":null,"song_id":288,"song_name":"Minions","inverted":false,"segue":true,"tag_list_string":""},{"position":9,"notes":null,"song_id":208,"song_name":"Gangster","inverted":false,"segue":true,"tag_list_string":""},{"position":10,"notes":null,"song_id":99,"song_name":"Voices Insane","inverted":false,"segue":false,"tag_list_string":""},{"position":11,"notes":null,"song_id":333,"song_name":"Park Avenue","inverted":false,"segue":false,"tag_list_string":""},{"position":12,"notes":null,"song_id":312,"song_name":"Caves of the East","inverted":false,"segue":true,"tag_list_string":""},{"position":13,"notes":null,"song_id":11,"song_name":"Basis For A Day","inverted":false,"segue":true,"tag_list_string":""},{"position":14,"notes":null,"song_id":209,"song_name":"42","inverted":false,"segue":true,"tag_list_string":""},{"position":15,"notes":null,"song_id":11,"song_name":"Basis For A Day","inverted":false,"segue":false,"tag_list_string":""}]},{"position":1,"name":"Encore:","song_performances":[{"position":1,"notes":null,"song_id":56,"song_name":"Mr. Don","inverted":false,"segue":true,"tag_list_string":""},{"position":2,"notes":null,"song_id":209,"song_name":"42","inverted":false,"segue":false,"tag_list_string":""}]}]|
10119428185908055|3|set_list_json|1016|[{"position":0,"name":"Set 1:","song_performances":[{"position":1,"notes":null,"song_id":209,"song_name":"42","inverted":false,"segue":true,"tag_list_string":""},{"position":2,"notes":null,"song_id":66,"song_name":"Plan B","inverted":false,"segue":false,"tag_list_string":"completes 12/27 version"},{"position":3,"notes":null,"song_id":18,"song_name":"Crickets","inverted":false,"segue":true,"tag_list_string":"with Matisyahu rap over intro jam"},{"position":4,"notes":null,"song_id":72,"song_name":"Save The Robots","inverted":false,"segue":false,"tag_list_string":"ending only"},{"position":5,"notes":null,"song_id":8,"song_name":"Astronaut","inverted":false,"segue":true,"tag_list_string":""},{"position":6,"notes":null,"song_id":309,"song_name":"Astronomy Domine","inverted":false,"segue":false,"tag_list_string":"1st time played (Pink Floyd)"}]},{"position":1,"name":"Set 2:","song_performances":[{"position":1,"notes":null,"song_id":73,"song_name":"Shelby Rose","inverted":false,"segue":true,"tag_list_string":"unfinished"},{"position":2,"notes":null,"song_id":18,"song_name":"Crickets","inverted":false,"segue":true,"tag_list_string":""},{"position":3,"notes":null,"song_id":85,"song_name":"Story Of The World","inverted":false,"segue":true,"tag_list_string":"brownie announced CBVII; July 17-19 in NY"},{"position":4,"notes":null,"song_id":118,"song_name":"Dance Of The Sugarplum Fairies","inverted":false,"segue":true,"tag_list_string":""},{"position":5,"notes":null,"song_id":209,"song_name":"42","inverted":false,"segue":false,"tag_list_string":""}]},{"position":2,"name":"Encore:","song_performances":[{"position":1,"notes":null,"song_id":2,"song_name":"7-11","inverted":false,"segue":true,"tag_list_string":"unfinished"},{"position":2,"notes":null,"song_id":310,"song_name":"Wizards in Winter","inverted":false,"segue":false,"tag_list_string":"1st time played (Trans-Siberian Orchestra)"}]}]|
10120119869714486|0|pt_id|102|591|
10241834874306050|0|created_at|373|2009-11-14T23:48:08Z|
10417284272530874|2|pt_id|8|8|
10546099906861473|0|name|109|Friar Tuck''s|
10555787088968260|2|author|84|The Disco Biscuits|
10596698804352727|2|active|116|true|
10659474309712192|3|created_at|323|2009-11-14T23:40:13Z|
10843237695072994|3|tour_id|1149|38|
11044716041492763|3|date|237|1999-06-13|
11049467166963799|3|venue_id|307|208|
11056053176428630|3|set_list_json|255|[{"position":0,"name":"Set 1:","song_performances":[{"position":1,"notes":null,"song_id":66,"song_name":"Plan B","inverted":false,"segue":false,"tag_list_string":""},{"position":2,"notes":null,"song_id":39,"song_name":"I-Man","inverted":false,"segue":true,"tag_list_string":""},{"position":3,"notes":null,"song_id":36,"song_name":"Hot Air Balloon","inverted":false,"segue":false,"tag_list_string":""},{"position":4,"notes":null,"song_id":37,"song_name":"House Dog Party Favor","inverted":false,"segue":false,"tag_list_string":""},{"position":5,"notes":null,"song_id":65,"song_name":"Pilin'' It High","inverted":false,"segue":false,"tag_list_string":""}]},{"position":1,"name":"Set 2:","song_performances":[{"position":1,"notes":null,"song_id":94,"song_name":"Three Wishes","inverted":false,"segue":false,"tag_list_string":""},{"position":2,"notes":null,"song_id":3,"song_name":"Above The Waves","inverted":false,"segue":true,"tag_list_string":""},{"position":3,"notes":null,"song_id":53,"song_name":"Magellan","inverted":false,"segue":true,"tag_list_string":"unfinished"},{"position":4,"notes":null,"song_id":3,"song_name":"Above The Waves","inverted":false,"segue":false,"tag_list_string":""},{"position":5,"notes":null,"song_id":99,"song_name":"Voices Insane","inverted":false,"segue":true,"tag_list_string":"unfinished"},{"position":6,"notes":null,"song_id":39,"song_name":"I-Man","inverted":false,"segue":false,"tag_list_string":""}]},{"position":2,"name":"Encore:","song_performances":[{"position":1,"notes":null,"song_id":55,"song_name":"Morph Dusseldorf","inverted":false,"segue":false,"tag_list_string":""}]}]|
11062464130794085|2|created_at|123|2009-11-14T23:16:29Z|
11100627692414522|0|lng|292|-73.212072|
11187012813039925|3|tour_id|1168|38|
11217136513457138|3|updated_at|1110|2009-11-27T22:16:09Z|
11486193880311024|0|lng|69|-82.554015|
11819027503647314|3|venue_id|533|213|
11821636722933764|3|created_at|215|2009-11-14T23:32:23Z|
12242795268267728|0|updated_at|498|2009-11-14T23:57:53Z|
12247898027509736|3|created_at|15|2009-11-14T23:21:46Z|
12448978411669094|3|updated_at|1047|2009-11-27T22:16:01Z|
12534890707635042|0|updated_at|467|2009-11-14T23:55:13Z|
12639859587200350|0|city|463|Birmingham|
12826280766627008|0|lat|557|37.9161924|
12836227633712127|0|name|263|Snow Ridge Ski Area|
12902366274330843|1|updated_at|18|2009-11-14T23:53:57Z|
12916062757274283|3|created_at|745|2009-11-14T23:50:35Z|
13060455837050872|3|pt_id|754|760|
13077511694561872|0|lat|529|42.8864468|
13108349140632311|3|scanned_for_sequences|475|true|
13130680555388113|2|author|253|Conspirator|
13140599588265349|3|set_list_json|49|[{"position":0,"name":"Set 1:","song_performances":[{"position":1,"notes":null,"song_id":55,"song_name":"Morph Dusseldorf","inverted":false,"segue":false,"tag_list_string":""},{"position":2,"notes":null,"song_id":93,"song_name":"The Very Moon","inverted":false,"segue":true,"tag_list_string":""},{"position":3,"notes":null,"song_id":35,"song_name":"Hope","inverted":false,"segue":true,"tag_list_string":""},{"position":4,"notes":null,"song_id":52,"song_name":"M.E.M.P.H.I.S.","inverted":true,"segue":true,"tag_list_string":""},{"position":5,"notes":null,"song_id":92,"song_name":"The Unspoken Rhyme","inverted":false,"segue":false,"tag_list_string":"Completes 12/27 version."}]},{"position":1,"name":"Set 2:","song_performances":[{"position":1,"notes":null,"song_id":4,"song_name":"Aceetobee","inverted":false,"segue":true,"tag_list_string":""},{"position":2,"notes":null,"song_id":81,"song_name":"Spaga","inverted":false,"segue":false,"tag_list_string":"With Erica Lynn Gruenberg on vocals."},{"position":3,"notes":null,"song_id":34,"song_name":"Home Again","inverted":false,"segue":false,"tag_list_string":""},{"position":4,"notes":null,"song_id":39,"song_name":"I-Man","inverted":false,"segue":false,"tag_list_string":""},{"position":5,"notes":null,"song_id":61,"song_name":"Nughuffer","inverted":false,"segue":true,"tag_list_string":""},{"position":6,"notes":null,"song_id":98,"song_name":"Vassillios","inverted":false,"segue":true,"tag_list_string":""},{"position":7,"notes":null,"song_id":61,"song_name":"Nughuffer","inverted":false,"segue":false,"tag_list_string":""}]},{"position":2,"name":"Encore:","song_performances":[{"position":1,"notes":null,"song_id":100,"song_name":"Wet","inverted":false,"segue":false,"tag_list_string":""},{"position":2,"notes":null,"song_id":84,"song_name":"Stone","inverted":false,"segue":true,"tag_list_string":""},{"position":3,"notes":null,"song_id":89,"song_name":"The Devil''s Waltz","inverted":false,"segue":false,"tag_list_string":""}]}]|
13205007824266049|3|set_list_json|1026|[{"position":0,"name":"Encore:","song_performances":[{"position":1,"notes":null,"song_id":207,"song_name":"[interview]","inverted":false,"segue":false,"tag_list_string":""},{"position":2,"notes":null,"song_id":229,"song_name":"Caterpillar","inverted":false,"segue":false,"tag_list_string":""},{"position":3,"notes":null,"song_id":207,"song_name":"[interview]","inverted":false,"segue":false,"tag_list_string":""},{"position":4,"notes":null,"song_id":308,"song_name":"Alter Ego","inverted":false,"segue":true,"tag_list_string":"1st time played"},{"position":5,"notes":null,"song_id":256,"song_name":"Cyclone","inverted":false,"segue":false,"tag_list_string":""},{"position":6,"notes":null,"song_id":207,"song_name":"[interview]","inverted":false,"segue":false,"tag_list_string":""},{"position":7,"notes":null,"song_id":8,"song_name":"Astronaut","inverted":false,"segue":false,"tag_list_string":""},{"position":8,"notes":null,"song_id":301,"song_name":"D''yer Mak''er","inverted":false,"segue":false,"tag_list_string":""},{"position":9,"notes":null,"song_id":207,"song_name":"[interview]","inverted":false,"segue":false,"tag_list_string":""},{"position":10,"notes":null,"song_id":86,"song_name":"Svenghali","inverted":false,"segue":false,"tag_list_string":""}]}]|
13286632135956418|0|name|224|The Quad - Franklin and Marshall College|
13379161575581369|0|created_at|193|2009-11-14T23:39:15Z|
13388113289306668|3|date|125|2001-09-01|
13478080016947721|0|lat|528|38.2542376|
13496310218828985|2|name|319|Denmark Massive|
13755528005717303|2|original|160|false|
13797589423520857|0|state|112|NC|
13821262920609191|2|updated_at|308|2009-11-14T23:58:58Z|
13871204923179605|2|name|270|November Rain|
13886556055246292|0|updated_at|50|2009-11-14T23:23:03Z|
14011897380983876|0|city|287|Philadelphia|
14079231756886306|0|lat|379|41.8239891|
14283168386685453|2|pt_id|308|314|
14321768312014864|2|original|3|true|
14337138375827801|3|scanned_for_sequences|1066|true|
14453097019686809|2|author|162|Rossini|
14516442221060476|0|lat|149|42.158427|
14636529067774730|0|state|393|NC|
14643948525262295|2|pt_id|57|57|
14831796544742231|3|venue_id|1175|520|
14844726192236387|2|created_at|67|2009-11-14T23:15:22Z|
14995480075774961|3|created_at|467|2009-11-14T23:43:36Z|
14997797498979894|0|name|275|Middle East|
15140692343728738|0|state|279|NY|
15252312442721162|0|city|241|Cocheran|
15497975631725474|0|updated_at|249|2009-11-14T23:41:42Z|
15631297540901262|3|pt_id|689|690|
15634818833917452|3|venue_id|208|150|
15655359302523440|3|venue_id|5|5|
15726430777545688|3|date|276|1999-10-19|
15881150358572672|3|pt_id|649|650|
15884718286079007|3|set_list_json|394|[]|
15981197773359571|3|created_at|1099|2009-11-15T00:01:08Z|
15991465500185866|2|created_at|173|2009-11-14T23:17:15Z|
16034158836792634|3|venue_id|117|81|
16055840459375242|0|lat|361|36.216795|
16140899050674472|3|pt_id|318|319|
16209050723059474|1|first_show_date|38|2009-09-11|
16428354256700425|3|tour_id|1132|37|
16899503717102065|0|lng|85|-73.7845651|
16978679080746908|3|pt_id|403|404|
17005391004322193|3|scanned_for_sequences|192|true|
17017447042088178|3|set_list_json|48|[{"position":0,"name":"Set 1:","song_performances":[{"position":1,"notes":null,"song_id":147,"song_name":"Pygmy Twylyte","inverted":false,"segue":true,"tag_list_string":""},{"position":2,"notes":null,"song_id":3,"song_name":"Above The Waves","inverted":true,"segue":true,"tag_list_string":""},{"position":3,"notes":null,"song_id":118,"song_name":"Dance Of The Sugarplum Fairies","inverted":false,"segue":false,"tag_list_string":""},{"position":4,"notes":null,"song_id":86,"song_name":"Svenghali","inverted":false,"segue":true,"tag_list_string":""},{"position":5,"notes":null,"song_id":36,"song_name":"Hot Air Balloon","inverted":false,"segue":true,"tag_list_string":""},{"position":6,"notes":null,"song_id":86,"song_name":"Svenghali","inverted":false,"segue":false,"tag_list_string":""}]},{"position":1,"name":"Set 2:","song_performances":[{"position":1,"notes":null,"song_id":57,"song_name":"Mulberry''s Dream","inverted":false,"segue":false,"tag_list_string":""},{"position":2,"notes":null,"song_id":50,"song_name":"Little Shimmy In A Conga Line","inverted":false,"segue":true,"tag_list_string":""},{"position":3,"notes":null,"song_id":30,"song_name":"Haleakala Crater","inverted":false,"segue":false,"tag_list_string":""},{"position":4,"notes":null,"song_id":92,"song_name":"The Unspoken Rhyme","inverted":false,"segue":true,"tag_list_string":""},{"position":5,"notes":null,"song_id":153,"song_name":"Run Like Hell","inverted":false,"segue":true,"tag_list_string":""},{"position":6,"notes":null,"song_id":50,"song_name":"Little Shimmy In A Conga Line","inverted":false,"segue":true,"tag_list_string":""},{"position":7,"notes":null,"song_id":36,"song_name":"Hot Air Balloon","inverted":false,"segue":false,"tag_list_string":""}]},{"position":2,"name":"Encore:","song_performances":[{"position":1,"notes":null,"song_id":10,"song_name":"Barfly","inverted":false,"segue":false,"tag_list_string":""}]}]|
17210718771208296|3|scanned_for_sequences|6|true|
17277359475697599|2|original|166|false|
17360886891958216|3|pt_id|1032|1041|
17388354363599755|3|pt_id|55|55|
17427180328181000|3|created_at|74|2009-11-14T23:23:22Z|
17561612570005535|3|pt_id|535|536|
17666675037272567|3|pt_id|1089|1098|
17771669713559958|3|pt_id|225|225|
17772528303724017|3|updated_at|272|2009-11-27T22:14:52Z|
17884796843313208|2|original|210|true|
17992751459447126|3|updated_at|60|2009-11-27T22:14:34Z|
17997293314302657|3|tour_id|665|6|
18231104831445505|3|venue_id|687|388|
18289638471441361|2|original|41|true|
18355947039953765|0|updated_at|408|2009-11-14T23:50:24Z|
18445934862421442|0|pt_id|68|428|
18575405502511956|2|name|128|Help On The Way|
18595066128863025|0|lng|445|-76.6121893|
18597430972016005|3|date|384|1998-06-30|
18775461438040987|3|scanned_for_sequences|1184|false|
18856545735826265|3|venue_id|195|142|
18985790803658276|3|created_at|124|2009-11-14T23:24:43Z|
18992132844745511|3|updated_at|750|2009-11-27T22:15:27Z|
19033752925406056|0|created_at|231|2009-11-14T23:40:52Z|
19120891234427533|0|lng|511|-106.3741955|
19165690645630969|0|state|210|OH|
19288605541669801|2|original|87|true|
19318012469571506|3|updated_at|407|2009-11-27T22:15:00Z|
19372802029726656|0|updated_at|19|2009-11-14T23:21:58Z|
19427347845860940|3|name|754|Bisco Inferno III|
19466796068178623|0|state|552|DE|
19479817992375676|2|updated_at|216|2009-11-14T23:51:10Z|
19618546420492090|3|pt_id|556|557|
19701843076368059|3|set_list_json|613|[{"position":0,"name":"Set 1:","song_performances":[{"position":1,"notes":null,"song_id":41,"song_name":"Jamillia","inverted":false,"segue":false,"tag_list_string":""},{"position":2,"notes":null,"song_id":58,"song_name":"Munchkin Invasion","inverted":false,"segue":false,"tag_list_string":""},{"position":3,"notes":null,"song_id":62,"song_name":"Once The Fiddler Paid","inverted":false,"segue":false,"tag_list_string":""},{"position":4,"notes":null,"song_id":74,"song_name":"Shem-Rah Boo","inverted":false,"segue":false,"tag_list_string":""},{"position":5,"notes":null,"song_id":26,"song_name":"Floes","inverted":false,"segue":false,"tag_list_string":""},{"position":6,"notes":null,"song_id":158,"song_name":"Straight, No Chaser","inverted":false,"segue":false,"tag_list_string":""},{"position":7,"notes":null,"song_id":85,"song_name":"Story Of The World","inverted":false,"segue":false,"tag_list_string":""}]},{"position":1,"name":"Set 2:","song_performances":[{"position":1,"notes":null,"song_id":54,"song_name":"Mindless Dribble","inverted":false,"segue":true,"tag_list_string":""},{"position":2,"notes":null,"song_id":56,"song_name":"Mr. Don","inverted":false,"segue":false,"tag_list_string":""},{"position":3,"notes":null,"song_id":29,"song_name":"Grass Is Green","inverted":false,"segue":true,"tag_list_string":""},{"position":4,"notes":null,"song_id":35,"song_name":"Hope","inverted":false,"segue":false,"tag_list_string":""},{"position":5,"notes":null,"song_id":50,"song_name":"Little Shimmy In A Conga Line","inverted":false,"segue":false,"tag_list_string":""}]},{"position":2,"name":"Encore:","song_performances":[{"position":1,"notes":null,"song_id":10,"song_name":"Barfly","inverted":false,"segue":false,"tag_list_string":""}]}]|
19755576229110270|0|lng|44|-73.4673454|
19763759855753514|2|updated_at|253|2009-11-14T23:53:48Z|
19922200797234780|2|active|176|true|
19975120259573152|3|updated_at|512|2009-11-27T22:15:05Z|
